"ID_MIESTNOSTI","ID_ODDELENIA","ID_TYPU_MIESTNOSTI","NAZOV_MIESTNOSTI"
3817,843,2,"3_OP_01"
3818,843,2,"3_OP_02"
3819,844,1,"4_L_01"
3820,844,1,"4_L_02"
3821,844,1,"4_L_03"
3822,844,1,"4_L_04"
3823,844,2,"4_OP_01"
3824,845,1,"5_L_01"
3825,845,1,"5_L_02"
3826,845,1,"5_L_03"
3827,845,1,"5_L_04"
3828,845,2,"5_OP_01"
3829,845,2,"5_OP_02"
3830,846,1,"6_L_01"
3831,846,1,"6_L_02"
3832,846,1,"6_L_03"
3833,846,1,"6_L_04"
3834,846,2,"6_OP_01"
3835,847,1,"7_L_01"
3836,847,1,"7_L_02"
3837,847,2,"7_OP_01"
3838,848,1,"8_L_01"
3839,848,1,"8_L_02"
3840,848,1,"8_L_03"
3841,848,1,"8_L_04"
3842,848,2,"8_OP_01"
3843,849,1,"9_L_01"
3844,849,1,"9_L_02"
3845,849,2,"9_OP_01"
3846,849,2,"9_OP_02"
3847,850,1,"10_L_01"
3848,850,1,"10_L_02"
3849,850,1,"10_L_03"
3850,850,1,"10_L_04"
3851,850,2,"10_OP_01"
3852,850,2,"10_OP_02"
3853,851,1,"11_L_01"
3854,851,1,"11_L_02"
3855,851,1,"11_L_03"
3856,851,1,"11_L_04"
3857,851,2,"11_OP_01"
3858,851,2,"11_OP_02"
3859,852,1,"12_L_01"
3860,852,1,"12_L_02"
3861,852,2,"12_OP_01"
3862,853,1,"13_L_01"
3863,853,1,"13_L_02"
3864,853,1,"13_L_03"
3865,853,2,"13_OP_01"
3866,854,1,"14_L_01"
3867,854,1,"14_L_02"
3868,854,1,"14_L_03"
3869,854,1,"14_L_04"
3870,854,2,"14_OP_01"
3871,854,2,"14_OP_02"
3872,855,1,"15_L_01"
3873,855,1,"15_L_02"
3874,855,1,"15_L_03"
3875,855,1,"15_L_04"
3876,855,2,"15_OP_01"
3877,856,1,"16_L_01"
3878,856,1,"16_L_02"
3879,856,1,"16_L_03"
3880,856,1,"16_L_04"
3881,856,2,"16_OP_01"
3882,856,2,"16_OP_02"
3883,857,1,"17_L_01"
3884,857,1,"17_L_02"
3885,857,1,"17_L_03"
3886,857,1,"17_L_04"
3887,857,2,"17_OP_01"
3888,857,2,"17_OP_02"
3889,858,1,"18_L_01"
3890,858,1,"18_L_02"
3891,858,1,"18_L_03"
3892,858,1,"18_L_04"
3893,858,2,"18_OP_01"
3894,859,1,"19_L_01"
3895,859,1,"19_L_02"
3896,859,1,"19_L_03"
3897,859,2,"19_OP_01"
3898,860,1,"20_L_01"
3899,860,1,"20_L_02"
3900,860,1,"20_L_03"
3901,860,2,"20_OP_01"
3902,861,1,"21_L_01"
3903,861,1,"21_L_02"
3904,861,2,"21_OP_01"
3905,862,1,"22_L_01"
3906,862,1,"22_L_02"
3907,862,1,"22_L_03"
3908,862,1,"22_L_04"
3909,862,2,"22_OP_01"
3910,862,2,"22_OP_02"
3911,863,1,"23_L_01"
3912,863,1,"23_L_02"
3913,863,2,"23_OP_01"
3914,864,1,"24_L_01"
3915,864,1,"24_L_02"
3916,864,1,"24_L_03"
3917,864,1,"24_L_04"
3918,864,2,"24_OP_01"
3919,865,1,"25_L_01"
3920,865,1,"25_L_02"
3921,865,2,"25_OP_01"
3922,865,2,"25_OP_02"
3923,866,1,"26_L_01"
3924,866,1,"26_L_02"
3925,866,1,"26_L_03"
3926,866,1,"26_L_04"
3927,866,2,"26_OP_01"
3928,866,2,"26_OP_02"
3929,867,1,"27_L_01"
3930,867,1,"27_L_02"
3931,867,1,"27_L_03"
3932,867,2,"27_OP_01"
3933,867,2,"27_OP_02"
3934,868,1,"28_L_01"
3935,868,1,"28_L_02"
3936,868,1,"28_L_03"
3937,868,2,"28_OP_01"
3938,868,2,"28_OP_02"
2135,473,1,"11_L_01"
2136,473,1,"11_L_02"
2137,473,1,"11_L_03"
2138,473,1,"11_L_04"
2139,473,2,"11_OP_01"
2140,473,2,"11_OP_02"
2141,474,1,"12_L_01"
2142,474,1,"12_L_02"
2143,474,1,"12_L_03"
2144,474,2,"12_OP_01"
2145,474,2,"12_OP_02"
2146,475,1,"13_L_01"
2147,475,1,"13_L_02"
2148,475,2,"13_OP_01"
2149,476,1,"14_L_01"
2150,476,1,"14_L_02"
2151,476,1,"14_L_03"
2152,476,2,"14_OP_01"
2153,476,2,"14_OP_02"
2154,477,1,"15_L_01"
2155,477,1,"15_L_02"
2156,477,1,"15_L_03"
2157,477,1,"15_L_04"
2158,477,2,"15_OP_01"
2159,478,1,"16_L_01"
2160,478,1,"16_L_02"
2161,478,2,"16_OP_01"
2162,478,2,"16_OP_02"
2163,479,1,"17_L_01"
2164,479,1,"17_L_02"
2165,479,1,"17_L_03"
2166,479,2,"17_OP_01"
2167,480,1,"18_L_01"
2168,480,1,"18_L_02"
2169,480,1,"18_L_03"
2170,480,2,"18_OP_01"
2171,481,1,"19_L_01"
2172,481,1,"19_L_02"
2173,481,2,"19_OP_01"
2174,482,1,"20_L_01"
2175,482,1,"20_L_02"
2176,482,1,"20_L_03"
2177,482,2,"20_OP_01"
2178,483,1,"21_L_01"
2179,483,1,"21_L_02"
2180,483,1,"21_L_03"
2181,483,2,"21_OP_01"
2182,483,2,"21_OP_02"
2183,484,1,"22_L_01"
2184,484,1,"22_L_02"
2185,484,1,"22_L_03"
2186,484,1,"22_L_04"
2187,484,2,"22_OP_01"
2188,485,1,"23_L_01"
2189,485,1,"23_L_02"
2190,485,1,"23_L_03"
2191,485,1,"23_L_04"
2192,485,2,"23_OP_01"
2193,486,1,"24_L_01"
2194,486,1,"24_L_02"
2195,486,1,"24_L_03"
2196,486,2,"24_OP_01"
2197,486,2,"24_OP_02"
2198,487,1,"25_L_01"
2199,487,1,"25_L_02"
2200,487,2,"25_OP_01"
2201,487,2,"25_OP_02"
2202,488,1,"26_L_01"
2203,488,1,"26_L_02"
2204,488,1,"26_L_03"
2205,488,2,"26_OP_01"
2206,489,1,"27_L_01"
2207,489,1,"27_L_02"
2208,489,2,"27_OP_01"
2209,490,1,"28_L_01"
2210,490,1,"28_L_02"
2211,490,1,"28_L_03"
2212,490,1,"28_L_04"
2213,490,2,"28_OP_01"
2214,491,1,"29_L_01"
2215,491,1,"29_L_02"
2216,491,1,"29_L_03"
2217,491,1,"29_L_04"
2218,491,2,"29_OP_01"
2219,492,1,"30_L_01"
2220,492,1,"30_L_02"
2221,492,1,"30_L_03"
2222,492,1,"30_L_04"
2223,492,2,"30_OP_01"
2224,493,1,"31_L_01"
2225,493,1,"31_L_02"
2226,493,1,"31_L_03"
2227,493,1,"31_L_04"
2228,493,2,"31_OP_01"
2229,493,2,"31_OP_02"
2230,494,1,"32_L_01"
2231,494,1,"32_L_02"
2232,494,1,"32_L_03"
2233,494,1,"32_L_04"
2234,494,2,"32_OP_01"
2235,494,2,"32_OP_02"
2236,495,1,"33_L_01"
2237,495,1,"33_L_02"
2238,495,1,"33_L_03"
2239,495,2,"33_OP_01"
2240,495,2,"33_OP_02"
2241,496,1,"34_L_01"
2242,496,1,"34_L_02"
2243,496,1,"34_L_03"
2244,496,1,"34_L_04"
2245,496,2,"34_OP_01"
2246,497,1,"35_L_01"
2247,497,1,"35_L_02"
2248,497,1,"35_L_03"
2249,497,2,"35_OP_01"
2250,497,2,"35_OP_02"
2251,498,1,"36_L_01"
2252,498,1,"36_L_02"
2253,498,1,"36_L_03"
2254,498,1,"36_L_04"
2255,498,2,"36_OP_01"
2256,499,1,"37_L_01"
2257,499,1,"37_L_02"
2258,499,2,"37_OP_01"
2259,499,2,"37_OP_02"
2260,500,1,"38_L_01"
2261,500,1,"38_L_02"
2262,500,2,"38_OP_01"
2263,501,1,"39_L_01"
2264,501,1,"39_L_02"
2265,501,1,"39_L_03"
2266,501,1,"39_L_04"
2267,501,2,"39_OP_01"
2268,501,2,"39_OP_02"
2269,502,1,"40_L_01"
2270,502,1,"40_L_02"
2271,502,2,"40_OP_01"
2272,502,2,"40_OP_02"
2273,503,1,"41_L_01"
2274,503,1,"41_L_02"
2275,503,1,"41_L_03"
2276,503,2,"41_OP_01"
2277,503,2,"41_OP_02"
2278,504,1,"0_L_01"
2279,504,1,"0_L_02"
2280,504,1,"0_L_03"
2281,504,1,"0_L_04"
2282,504,2,"0_OP_01"
2283,505,1,"1_L_01"
2284,505,1,"1_L_02"
2285,505,2,"1_OP_01"
2286,505,2,"1_OP_02"
2287,506,1,"2_L_01"
2288,506,1,"2_L_02"
2289,506,2,"2_OP_01"
2290,507,1,"3_L_01"
2291,507,1,"3_L_02"
2292,507,1,"3_L_03"
2293,507,2,"3_OP_01"
2294,507,2,"3_OP_02"
2295,508,1,"4_L_01"
2296,508,1,"4_L_02"
2297,508,1,"4_L_03"
2298,508,2,"4_OP_01"
2299,508,2,"4_OP_02"
2300,509,1,"5_L_01"
2301,509,1,"5_L_02"
2302,509,1,"5_L_03"
2303,509,1,"5_L_04"
2304,509,2,"5_OP_01"
2305,510,1,"6_L_01"
2306,510,1,"6_L_02"
2307,510,1,"6_L_03"
2308,510,1,"6_L_04"
2309,510,2,"6_OP_01"
2310,511,1,"7_L_01"
2311,511,1,"7_L_02"
2312,511,1,"7_L_03"
2313,511,2,"7_OP_01"
2314,512,1,"8_L_01"
2315,512,1,"8_L_02"
2316,512,1,"8_L_03"
2317,512,1,"8_L_04"
2318,512,2,"8_OP_01"
2319,512,2,"8_OP_02"
2320,513,1,"9_L_01"
2321,513,1,"9_L_02"
2322,513,1,"9_L_03"
2323,513,1,"9_L_04"
2324,513,2,"9_OP_01"
2325,514,1,"10_L_01"
2326,514,1,"10_L_02"
2327,514,1,"10_L_03"
2328,514,1,"10_L_04"
2329,514,2,"10_OP_01"
2330,514,2,"10_OP_02"
2331,515,1,"11_L_01"
2332,515,1,"11_L_02"
2333,515,1,"11_L_03"
2334,515,2,"11_OP_01"
2335,516,1,"12_L_01"
2336,516,1,"12_L_02"
2337,516,1,"12_L_03"
2338,516,1,"12_L_04"
2339,516,2,"12_OP_01"
2340,517,1,"13_L_01"
2341,517,1,"13_L_02"
2342,517,1,"13_L_03"
2343,517,2,"13_OP_01"
2344,517,2,"13_OP_02"
2345,518,1,"14_L_01"
2346,518,1,"14_L_02"
2347,518,1,"14_L_03"
2348,518,2,"14_OP_01"
2349,518,2,"14_OP_02"
2350,519,1,"15_L_01"
2351,519,1,"15_L_02"
2352,519,2,"15_OP_01"
2353,520,1,"16_L_01"
2354,520,1,"16_L_02"
2355,520,1,"16_L_03"
2356,520,1,"16_L_04"
2357,520,2,"16_OP_01"
2358,520,2,"16_OP_02"
2359,521,1,"17_L_01"
2360,521,1,"17_L_02"
2361,521,1,"17_L_03"
2362,521,2,"17_OP_01"
2363,522,1,"18_L_01"
2364,522,1,"18_L_02"
2365,522,1,"18_L_03"
2366,522,2,"18_OP_01"
2367,522,2,"18_OP_02"
2368,523,1,"19_L_01"
2369,523,1,"19_L_02"
2370,523,2,"19_OP_01"
2371,524,1,"20_L_01"
2372,524,1,"20_L_02"
2373,524,1,"20_L_03"
2374,524,2,"20_OP_01"
2375,525,1,"21_L_01"
2376,525,1,"21_L_02"
2377,525,2,"21_OP_01"
2378,525,2,"21_OP_02"
2379,526,1,"22_L_01"
2380,526,1,"22_L_02"
2381,526,1,"22_L_03"
2382,526,2,"22_OP_01"
2383,527,1,"23_L_01"
2384,527,1,"23_L_02"
2385,527,2,"23_OP_01"
2386,528,1,"24_L_01"
2387,528,1,"24_L_02"
2388,528,2,"24_OP_01"
2389,529,1,"25_L_01"
2390,529,1,"25_L_02"
2391,529,1,"25_L_03"
2392,529,1,"25_L_04"
2393,529,2,"25_OP_01"
2394,529,2,"25_OP_02"
2395,530,1,"26_L_01"
2396,530,1,"26_L_02"
2397,530,1,"26_L_03"
2398,530,2,"26_OP_01"
2399,531,1,"27_L_01"
2400,531,1,"27_L_02"
2401,531,2,"27_OP_01"
2402,532,1,"28_L_01"
2403,532,1,"28_L_02"
2404,532,1,"28_L_03"
2405,532,1,"28_L_04"
2406,532,2,"28_OP_01"
2407,533,1,"29_L_01"
2408,533,1,"29_L_02"
2409,533,2,"29_OP_01"
2410,534,1,"30_L_01"
2411,534,1,"30_L_02"
2412,534,2,"30_OP_01"
2413,534,2,"30_OP_02"
2414,535,1,"31_L_01"
2415,535,1,"31_L_02"
2416,535,2,"31_OP_01"
2417,535,2,"31_OP_02"
2418,536,1,"32_L_01"
2419,536,1,"32_L_02"
2420,536,1,"32_L_03"
2421,536,1,"32_L_04"
2422,536,2,"32_OP_01"
2423,536,2,"32_OP_02"
2424,537,1,"33_L_01"
2425,537,1,"33_L_02"
2426,537,2,"33_OP_01"
2427,538,1,"34_L_01"
2428,538,1,"34_L_02"
2429,538,2,"34_OP_01"
2430,538,2,"34_OP_02"
2431,539,1,"35_L_01"
2432,539,1,"35_L_02"
2433,539,2,"35_OP_01"
2434,540,1,"36_L_01"
2435,540,1,"36_L_02"
2436,540,2,"36_OP_01"
2437,541,1,"37_L_01"
2438,541,1,"37_L_02"
2439,541,1,"37_L_03"
2440,541,1,"37_L_04"
2441,541,2,"37_OP_01"
2442,541,2,"37_OP_02"
2443,542,1,"38_L_01"
2444,542,1,"38_L_02"
2445,542,1,"38_L_03"
2446,542,2,"38_OP_01"
2447,542,2,"38_OP_02"
2448,543,1,"39_L_01"
2449,543,1,"39_L_02"
2450,543,1,"39_L_03"
2451,543,2,"39_OP_01"
2452,544,1,"40_L_01"
2453,544,1,"40_L_02"
2454,544,1,"40_L_03"
2455,544,2,"40_OP_01"
2456,545,1,"41_L_01"
2457,545,1,"41_L_02"
2458,545,1,"41_L_03"
2459,545,1,"41_L_04"
2460,545,2,"41_OP_01"
2461,546,1,"0_L_01"
2462,546,1,"0_L_02"
2463,546,1,"0_L_03"
2464,546,2,"0_OP_01"
2465,547,1,"1_L_01"
2466,547,1,"1_L_02"
2467,547,1,"1_L_03"
2468,547,2,"1_OP_01"
2469,548,1,"2_L_01"
2470,548,1,"2_L_02"
2471,548,2,"2_OP_01"
2472,548,2,"2_OP_02"
2473,549,1,"3_L_01"
2474,549,1,"3_L_02"
2475,549,2,"3_OP_01"
2476,550,1,"4_L_01"
2477,550,1,"4_L_02"
2478,550,1,"4_L_03"
2479,550,2,"4_OP_01"
2480,550,2,"4_OP_02"
2481,551,1,"5_L_01"
2482,551,1,"5_L_02"
2483,551,2,"5_OP_01"
2484,552,1,"6_L_01"
2485,552,1,"6_L_02"
2486,552,1,"6_L_03"
2487,552,1,"6_L_04"
2488,552,2,"6_OP_01"
2489,552,2,"6_OP_02"
2490,553,1,"7_L_01"
2491,553,1,"7_L_02"
2492,553,2,"7_OP_01"
2493,553,2,"7_OP_02"
2494,554,1,"8_L_01"
2495,554,1,"8_L_02"
2496,554,1,"8_L_03"
2497,554,1,"8_L_04"
2498,554,2,"8_OP_01"
2499,554,2,"8_OP_02"
2500,555,1,"9_L_01"
2501,555,1,"9_L_02"
2502,555,1,"9_L_03"
2503,555,2,"9_OP_01"
2504,555,2,"9_OP_02"
2505,556,1,"10_L_01"
2506,556,1,"10_L_02"
2507,556,2,"10_OP_01"
2508,556,2,"10_OP_02"
2509,557,1,"11_L_01"
2510,557,1,"11_L_02"
2511,557,2,"11_OP_01"
2512,557,2,"11_OP_02"
2513,558,1,"12_L_01"
2514,558,1,"12_L_02"
2515,558,1,"12_L_03"
2516,558,2,"12_OP_01"
2517,559,1,"13_L_01"
2518,559,1,"13_L_02"
2519,559,2,"13_OP_01"
2520,559,2,"13_OP_02"
2521,560,1,"14_L_01"
2522,560,1,"14_L_02"
2523,560,2,"14_OP_01"
2524,560,2,"14_OP_02"
2525,561,1,"15_L_01"
2526,561,1,"15_L_02"
2527,561,1,"15_L_03"
2528,561,2,"15_OP_01"
2529,561,2,"15_OP_02"
2530,562,1,"16_L_01"
2531,562,1,"16_L_02"
2532,562,1,"16_L_03"
2533,562,2,"16_OP_01"
2534,563,1,"17_L_01"
2535,563,1,"17_L_02"
2536,563,1,"17_L_03"
2537,563,2,"17_OP_01"
2538,563,2,"17_OP_02"
2539,564,1,"18_L_01"
2540,564,1,"18_L_02"
2541,564,1,"18_L_03"
2542,564,1,"18_L_04"
2543,564,2,"18_OP_01"
2544,565,1,"19_L_01"
2545,565,1,"19_L_02"
2546,565,1,"19_L_03"
2547,565,1,"19_L_04"
2548,565,2,"19_OP_01"
2549,566,1,"20_L_01"
2550,566,1,"20_L_02"
2551,566,1,"20_L_03"
2552,566,2,"20_OP_01"
2553,567,1,"21_L_01"
2554,567,1,"21_L_02"
2555,567,1,"21_L_03"
2556,567,1,"21_L_04"
2557,567,2,"21_OP_01"
2558,568,1,"22_L_01"
2559,568,1,"22_L_02"
2560,568,1,"22_L_03"
2561,568,2,"22_OP_01"
2562,568,2,"22_OP_02"
2563,569,1,"23_L_01"
2564,569,1,"23_L_02"
2565,569,2,"23_OP_01"
2566,570,1,"24_L_01"
2567,570,1,"24_L_02"
2568,570,1,"24_L_03"
2569,570,1,"24_L_04"
2570,570,2,"24_OP_01"
2571,570,2,"24_OP_02"
2572,571,1,"25_L_01"
2573,571,1,"25_L_02"
2574,571,1,"25_L_03"
2575,571,1,"25_L_04"
2576,571,2,"25_OP_01"
2577,572,1,"26_L_01"
2578,572,1,"26_L_02"
2579,572,2,"26_OP_01"
2580,572,2,"26_OP_02"
2581,573,1,"27_L_01"
2582,573,1,"27_L_02"
2583,573,2,"27_OP_01"
2584,573,2,"27_OP_02"
2585,574,1,"28_L_01"
2586,574,1,"28_L_02"
2587,574,2,"28_OP_01"
2588,574,2,"28_OP_02"
2589,575,1,"29_L_01"
2590,575,1,"29_L_02"
2591,575,2,"29_OP_01"
2592,576,1,"30_L_01"
2593,576,1,"30_L_02"
2594,576,2,"30_OP_01"
2595,576,2,"30_OP_02"
2596,577,1,"31_L_01"
2597,577,1,"31_L_02"
2598,577,2,"31_OP_01"
2599,578,1,"32_L_01"
2600,578,1,"32_L_02"
2601,578,1,"32_L_03"
2602,578,2,"32_OP_01"
2603,579,1,"33_L_01"
2604,579,1,"33_L_02"
2605,579,1,"33_L_03"
2606,579,2,"33_OP_01"
2607,580,1,"34_L_01"
2608,580,1,"34_L_02"
2609,580,1,"34_L_03"
2610,580,1,"34_L_04"
2611,580,2,"34_OP_01"
2612,581,1,"35_L_01"
2613,581,1,"35_L_02"
2614,581,1,"35_L_03"
2615,581,2,"35_OP_01"
2616,581,2,"35_OP_02"
2617,582,1,"36_L_01"
2618,582,1,"36_L_02"
2619,582,1,"36_L_03"
2620,582,2,"36_OP_01"
2621,582,2,"36_OP_02"
2622,583,1,"37_L_01"
2623,583,1,"37_L_02"
2624,583,1,"37_L_03"
2625,583,2,"37_OP_01"
2626,583,2,"37_OP_02"
2627,584,1,"38_L_01"
2628,584,1,"38_L_02"
2629,584,1,"38_L_03"
2630,584,2,"38_OP_01"
2631,584,2,"38_OP_02"
2632,585,1,"39_L_01"
2633,585,1,"39_L_02"
2634,585,2,"39_OP_01"
2635,586,1,"40_L_01"
2636,586,1,"40_L_02"
2637,586,2,"40_OP_01"
2638,586,2,"40_OP_02"
2639,587,1,"41_L_01"
2640,587,1,"41_L_02"
2641,587,2,"41_OP_01"
2642,587,2,"41_OP_02"
2643,588,1,"0_L_01"
2644,588,1,"0_L_02"
2645,588,2,"0_OP_01"
2646,588,2,"0_OP_02"
2647,589,1,"1_L_01"
2648,589,1,"1_L_02"
2649,589,1,"1_L_03"
2650,589,1,"1_L_04"
2651,589,2,"1_OP_01"
2652,589,2,"1_OP_02"
2653,590,1,"2_L_01"
2654,590,1,"2_L_02"
2655,590,1,"2_L_03"
2656,590,1,"2_L_04"
2657,590,2,"2_OP_01"
2658,591,1,"3_L_01"
2659,591,1,"3_L_02"
2660,591,1,"3_L_03"
2661,591,2,"3_OP_01"
2662,591,2,"3_OP_02"
2663,592,1,"4_L_01"
2664,592,1,"4_L_02"
2665,592,2,"4_OP_01"
2666,593,1,"5_L_01"
2667,593,1,"5_L_02"
2668,593,1,"5_L_03"
2669,593,2,"5_OP_01"
2670,593,2,"5_OP_02"
2671,594,1,"6_L_01"
2672,594,1,"6_L_02"
2673,594,2,"6_OP_01"
2674,594,2,"6_OP_02"
2675,595,1,"7_L_01"
2676,595,1,"7_L_02"
2677,595,2,"7_OP_01"
2678,595,2,"7_OP_02"
2679,596,1,"8_L_01"
2680,596,1,"8_L_02"
2681,596,1,"8_L_03"
2682,596,1,"8_L_04"
2683,596,2,"8_OP_01"
2684,597,1,"9_L_01"
2685,597,1,"9_L_02"
2686,597,1,"9_L_03"
2687,597,2,"9_OP_01"
2688,597,2,"9_OP_02"
2689,598,1,"10_L_01"
2690,598,1,"10_L_02"
2691,598,1,"10_L_03"
2692,598,2,"10_OP_01"
2693,598,2,"10_OP_02"
2694,599,1,"11_L_01"
2695,599,1,"11_L_02"
2696,599,1,"11_L_03"
2697,599,1,"11_L_04"
2698,599,2,"11_OP_01"
2699,600,1,"12_L_01"
2700,600,1,"12_L_02"
2701,600,2,"12_OP_01"
2702,600,2,"12_OP_02"
2703,601,1,"13_L_01"
2704,601,1,"13_L_02"
2705,601,1,"13_L_03"
2706,601,2,"13_OP_01"
2707,602,1,"14_L_01"
2708,602,1,"14_L_02"
2709,602,1,"14_L_03"
2710,602,2,"14_OP_01"
2711,602,2,"14_OP_02"
2712,603,1,"15_L_01"
2713,603,1,"15_L_02"
2714,603,1,"15_L_03"
2715,603,1,"15_L_04"
2716,603,2,"15_OP_01"
2717,604,1,"16_L_01"
2718,604,1,"16_L_02"
2719,604,2,"16_OP_01"
2720,604,2,"16_OP_02"
2721,605,1,"17_L_01"
2722,605,1,"17_L_02"
2723,605,1,"17_L_03"
2724,605,2,"17_OP_01"
2725,605,2,"17_OP_02"
2726,606,1,"18_L_01"
2727,606,1,"18_L_02"
2728,606,1,"18_L_03"
2729,606,1,"18_L_04"
2730,606,2,"18_OP_01"
2731,607,1,"19_L_01"
2732,607,1,"19_L_02"
2733,607,2,"19_OP_01"
2734,608,1,"20_L_01"
2735,608,1,"20_L_02"
2736,608,1,"20_L_03"
2737,608,1,"20_L_04"
2738,608,2,"20_OP_01"
2739,608,2,"20_OP_02"
2740,609,1,"21_L_01"
2741,609,1,"21_L_02"
2742,609,2,"21_OP_01"
2743,610,1,"22_L_01"
2744,610,1,"22_L_02"
2745,610,2,"22_OP_01"
2746,610,2,"22_OP_02"
2747,611,1,"23_L_01"
2748,611,1,"23_L_02"
2749,611,1,"23_L_03"
2750,611,1,"23_L_04"
2751,611,2,"23_OP_01"
2752,611,2,"23_OP_02"
2753,612,1,"24_L_01"
2754,612,1,"24_L_02"
2755,612,1,"24_L_03"
2756,612,1,"24_L_04"
2757,612,2,"24_OP_01"
2758,613,1,"25_L_01"
2759,613,1,"25_L_02"
2760,613,2,"25_OP_01"
2761,613,2,"25_OP_02"
2762,614,1,"26_L_01"
2763,614,1,"26_L_02"
2764,614,1,"26_L_03"
2765,614,1,"26_L_04"
2766,614,2,"26_OP_01"
2767,615,1,"27_L_01"
2768,615,1,"27_L_02"
2769,615,1,"27_L_03"
2770,615,2,"27_OP_01"
2771,616,1,"28_L_01"
2772,616,1,"28_L_02"
2773,616,1,"28_L_03"
2774,616,2,"28_OP_01"
2775,617,1,"29_L_01"
2776,617,1,"29_L_02"
2777,617,1,"29_L_03"
2778,617,2,"29_OP_01"
2779,618,1,"30_L_01"
2780,618,1,"30_L_02"
2781,618,2,"30_OP_01"
2782,618,2,"30_OP_02"
2783,619,1,"31_L_01"
2784,619,1,"31_L_02"
2785,619,1,"31_L_03"
2786,619,1,"31_L_04"
2787,619,2,"31_OP_01"
2788,620,1,"32_L_01"
2789,620,1,"32_L_02"
2790,620,2,"32_OP_01"
2791,620,2,"32_OP_02"
2792,621,1,"33_L_01"
2793,621,1,"33_L_02"
2794,621,2,"33_OP_01"
2795,621,2,"33_OP_02"
2796,622,1,"34_L_01"
2797,622,1,"34_L_02"
2798,622,1,"34_L_03"
2799,622,2,"34_OP_01"
2800,623,1,"35_L_01"
2801,623,1,"35_L_02"
2802,623,1,"35_L_03"
2803,623,1,"35_L_04"
2804,623,2,"35_OP_01"
2805,623,2,"35_OP_02"
2806,624,1,"36_L_01"
2807,624,1,"36_L_02"
2808,624,1,"36_L_03"
2809,624,1,"36_L_04"
2810,624,2,"36_OP_01"
2811,624,2,"36_OP_02"
2812,625,1,"37_L_01"
2813,625,1,"37_L_02"
2814,625,1,"37_L_03"
2815,625,1,"37_L_04"
2816,625,2,"37_OP_01"
2817,626,1,"38_L_01"
2818,626,1,"38_L_02"
2819,626,1,"38_L_03"
2820,626,1,"38_L_04"
2821,626,2,"38_OP_01"
2822,626,2,"38_OP_02"
2823,627,1,"39_L_01"
2824,627,1,"39_L_02"
2825,627,1,"39_L_03"
2826,627,1,"39_L_04"
2827,627,2,"39_OP_01"
2828,627,2,"39_OP_02"
2829,628,1,"40_L_01"
2830,628,1,"40_L_02"
2831,628,1,"40_L_03"
2832,628,1,"40_L_04"
2833,628,2,"40_OP_01"
2834,628,2,"40_OP_02"
2835,629,1,"41_L_01"
2836,629,1,"41_L_02"
2837,629,1,"41_L_03"
2838,629,2,"41_OP_01"
2839,630,1,"0_L_01"
2840,630,1,"0_L_02"
2841,630,1,"0_L_03"
2842,630,2,"0_OP_01"
2843,630,2,"0_OP_02"
2844,631,1,"1_L_01"
2845,631,1,"1_L_02"
2846,631,1,"1_L_03"
2847,631,1,"1_L_04"
2848,631,2,"1_OP_01"
2849,631,2,"1_OP_02"
2850,632,1,"2_L_01"
2851,632,1,"2_L_02"
2852,632,1,"2_L_03"
2853,632,2,"2_OP_01"
2854,633,1,"3_L_01"
2855,633,1,"3_L_02"
2856,633,1,"3_L_03"
2857,633,2,"3_OP_01"
2858,633,2,"3_OP_02"
2859,634,1,"4_L_01"
2860,634,1,"4_L_02"
2861,634,1,"4_L_03"
2862,634,1,"4_L_04"
2863,634,2,"4_OP_01"
2864,634,2,"4_OP_02"
2865,635,1,"5_L_01"
2866,635,1,"5_L_02"
2867,635,1,"5_L_03"
2868,635,2,"5_OP_01"
2869,636,1,"6_L_01"
2870,636,1,"6_L_02"
2871,636,1,"6_L_03"
2872,636,2,"6_OP_01"
2873,636,2,"6_OP_02"
2874,637,1,"7_L_01"
2875,637,1,"7_L_02"
2876,637,1,"7_L_03"
2877,637,1,"7_L_04"
2878,637,2,"7_OP_01"
2879,637,2,"7_OP_02"
2880,638,1,"8_L_01"
2881,638,1,"8_L_02"
2882,638,1,"8_L_03"
2883,638,2,"8_OP_01"
2884,639,1,"9_L_01"
2885,639,1,"9_L_02"
2886,639,2,"9_OP_01"
2887,639,2,"9_OP_02"
2888,640,1,"10_L_01"
2889,640,1,"10_L_02"
2890,640,1,"10_L_03"
2891,640,2,"10_OP_01"
2892,640,2,"10_OP_02"
2893,641,1,"11_L_01"
2894,641,1,"11_L_02"
2895,641,1,"11_L_03"
2896,641,1,"11_L_04"
2897,641,2,"11_OP_01"
2898,641,2,"11_OP_02"
2899,642,1,"12_L_01"
2900,642,1,"12_L_02"
2901,642,2,"12_OP_01"
2902,642,2,"12_OP_02"
2903,643,1,"13_L_01"
2904,643,1,"13_L_02"
2905,643,1,"13_L_03"
2906,643,2,"13_OP_01"
2907,644,1,"14_L_01"
2908,644,1,"14_L_02"
2909,644,2,"14_OP_01"
2910,644,2,"14_OP_02"
2911,645,1,"15_L_01"
2912,645,1,"15_L_02"
2913,645,2,"15_OP_01"
2914,645,2,"15_OP_02"
2915,646,1,"16_L_01"
2916,646,1,"16_L_02"
2917,646,1,"16_L_03"
2918,646,2,"16_OP_01"
2919,646,2,"16_OP_02"
2920,647,1,"17_L_01"
