"ID_SARZE","ID_SKLADU","ID_LIEKU","DAT_EXPIRACIE","POCET_LIEKOV"
8338,840,1103,03-MAR-25,17
8339,841,2861,28-MAY-31,5
8340,841,998,12-NOV-21,34
8341,841,2055,10-JAN-18,28
8342,841,968,12-SEP-31,35
8343,841,747,09-MAR-17,1
9382,949,1006,20-FEB-25,52
9383,949,1006,22-SEP-29,41
9384,949,2845,16-APR-30,77
9385,950,1006,04-APR-19,25
9386,950,1006,11-OCT-30,17
9387,950,1006,24-JUL-25,30
9388,950,1006,08-AUG-27,75
9389,951,2845,28-OCT-32,31
9390,951,1006,15-OCT-29,66
9391,951,1006,26-OCT-16,79
9392,952,145,28-MAY-21,94
9393,952,145,27-FEB-30,35
9394,952,2024,25-OCT-27,54
9395,952,2584,11-DEC-21,33
9396,952,2401,21-JUL-15,82
9397,952,3304,22-MAR-16,5
9398,952,2124,02-MAR-27,31
9399,952,210,09-FEB-23,86
9400,952,3375,16-FEB-16,4
9401,952,642,19-MAR-30,78
9402,952,2584,06-APR-32,70
9403,952,2401,23-MAR-27,33
9404,954,2831,13-JUN-25,65
9405,954,1835,19-JUL-18,9
9406,954,1837,08-JUL-23,14
9407,954,2768,15-JUL-21,31
9408,954,3234,24-APR-16,61
9409,954,2828,20-MAY-19,92
9410,954,3239,07-JAN-18,35
9411,954,2345,02-JUL-28,99
9412,954,416,10-JAN-31,19
9413,954,1835,11-JUN-25,61
9414,954,254,17-FEB-15,40
9415,954,1156,14-JUL-26,45
9416,954,891,24-DEC-17,63
9417,955,1082,07-SEP-33,39
9418,955,2518,14-AUG-18,81
9419,955,2515,26-NOV-15,54
9420,955,1617,03-OCT-29,37
9421,955,2002,09-OCT-28,65
9422,955,2384,21-MAR-21,51
9423,955,1001,10-MAR-16,72
9424,955,2749,10-SEP-27,85
9425,956,983,05-DEC-24,87
9426,956,375,18-OCT-22,38
9427,956,1545,28-MAR-18,43
9428,956,370,16-SEP-22,19
9429,956,2595,02-APR-17,84
9430,956,3085,10-SEP-17,30
9431,956,983,28-APR-26,44
9432,956,1000,22-SEP-26,74
9433,956,2696,19-JUN-26,63
9434,956,2146,28-JAN-25,84
9435,958,535,06-AUG-27,28
9436,958,1184,20-OCT-22,75
9437,958,2766,19-JAN-26,58
9438,958,1184,06-AUG-24,81
9439,958,535,21-JUL-19,3
9440,958,1184,10-OCT-19,13
9441,958,2766,17-APR-22,20
9442,958,1184,24-JUL-24,24
9443,958,2766,01-JUL-30,43
9444,958,2766,06-MAR-25,29
9445,958,2766,04-DEC-33,50
9446,958,535,09-JAN-31,32
9447,958,2766,16-JAN-16,89
9448,959,2296,09-DEC-26,54
9449,959,1345,13-MAY-15,31
9450,959,189,02-APR-30,53
9451,959,662,17-JAN-22,80
9452,959,2277,26-OCT-33,64
9453,959,1354,15-AUG-21,77
9454,959,1132,22-SEP-17,24
9455,960,1816,06-JUL-19,75
9456,960,1816,19-MAR-21,30
9457,960,2992,23-AUG-23,75
9458,960,516,13-JAN-32,28
9459,960,1352,20-NOV-30,87
9460,960,878,21-JAN-23,11
9461,960,2271,19-JAN-32,42
9462,960,884,14-MAR-19,35
9463,960,2296,24-SEP-28,1
9464,960,2270,11-AUG-21,46
9465,960,126,07-APR-17,28
9466,960,1260,23-JUN-17,67
9467,960,127,09-JUL-29,87
9468,960,874,04-JAN-26,57
9469,960,3374,06-JUL-17,98
9470,960,908,12-JAN-26,18
9471,960,685,12-AUG-17,51
9472,960,2993,05-DEC-31,87
9473,960,2295,25-FEB-29,54
9474,960,2115,03-APR-31,74
9475,961,535,16-OCT-19,48
9476,961,1184,20-JAN-31,36
9477,961,1184,07-AUG-30,89
9478,961,1184,10-APR-30,93
9479,962,2083,05-AUG-16,7
9480,962,1656,17-JUN-32,89
9481,962,2312,09-SEP-26,2
9482,962,430,12-OCT-24,64
9483,962,1384,13-FEB-16,99
9484,962,3211,10-MAY-21,53
9485,962,3347,14-SEP-23,67
9486,962,354,13-OCT-31,50
9487,962,1082,25-AUG-26,84
9488,962,354,16-JUL-19,86
9489,962,354,02-APR-28,56
9490,962,560,17-SEP-28,100
9491,962,215,11-AUG-24,33
9492,962,1501,13-MAY-29,16
9493,962,116,21-APR-20,81
9494,962,2307,25-AUG-19,20
9495,962,1636,24-FEB-23,48
9496,962,598,08-JAN-25,89
9497,962,1184,20-FEB-17,88
9498,962,1543,09-JUL-29,75
9499,963,1184,13-MAY-26,20
9500,963,1391,13-JUL-27,6
9501,963,1184,14-JUN-30,86
9502,963,434,09-NOV-22,98
9503,963,2620,28-FEB-23,55
9504,963,1104,15-FEB-26,41
9505,963,2607,18-NOV-32,42
9506,963,2259,13-AUG-30,43
9507,963,1281,15-MAR-17,82
9508,963,430,04-AUG-33,47
9509,963,438,20-DEC-22,78
9510,963,560,15-DEC-21,75
9511,963,2954,16-JUL-30,53
9512,963,215,20-DEC-18,65
9513,963,354,14-OCT-26,83
9514,963,1800,17-MAY-17,7
9515,964,354,23-AUG-29,62
9516,964,356,15-JAN-18,31
9517,964,1656,02-NOV-25,84
9518,964,2082,13-MAY-15,75
9519,964,601,17-JUL-20,10
9520,964,1635,16-JUL-27,76
9521,964,1940,12-MAR-21,23
9522,964,356,18-NOV-17,13
9523,965,711,28-MAR-33,76
9524,965,1123,13-JAN-17,43
9525,966,2118,22-DEC-20,10
9526,966,2028,22-DEC-21,1
9527,966,315,27-FEB-27,80
9528,967,44,11-JUN-26,99
9529,967,1402,11-APR-21,60
9530,967,2277,26-JUN-19,16
9531,967,1681,04-NOV-26,51
9532,967,2295,05-AUG-27,14
9533,967,3400,24-DEC-24,42
9534,967,1401,06-JUL-31,91
9535,967,2632,22-JAN-17,67
9536,967,998,26-DEC-18,40
9537,967,2116,03-MAY-25,49
9538,967,2299,13-JUN-30,65
9539,967,3145,06-JUL-33,39
9540,968,2258,07-MAY-24,85
9541,968,51,08-SEP-15,81
9542,968,1938,01-SEP-28,67
9543,968,2297,13-MAY-15,99
9544,968,998,10-NOV-17,33
9545,968,1494,05-SEP-26,76
9546,968,2597,06-FEB-17,19
9547,968,1406,14-AUG-33,12
9548,968,3400,04-APR-28,29
9549,968,3147,12-DEC-15,4
9550,968,1133,06-APR-26,32
9551,968,3400,25-AUG-19,70
9552,968,722,26-AUG-19,97
9553,968,468,01-OCT-16,67
9554,968,125,01-JAN-20,78
9555,968,384,01-MAY-32,19
9556,968,2240,25-NOV-20,96
9557,968,999,14-AUG-20,84
9558,968,1427,06-APR-27,59
9559,968,30,15-DEC-19,78
9560,969,2654,14-AUG-16,87
9561,969,2680,03-SEP-25,40
9562,969,2722,23-MAR-26,26
9563,969,1762,17-JAN-21,84
9564,970,3371,18-AUG-25,49
9565,970,929,18-AUG-23,14
9566,970,1101,03-JUN-24,3
9567,970,1763,27-MAY-31,15
9568,970,3367,08-MAY-27,16
9569,970,2274,18-FEB-22,41
9570,970,3201,23-FEB-15,34
9571,970,77,25-APR-28,75
9572,970,319,11-JUN-22,76
9573,970,2299,19-MAR-17,19
9574,970,19,11-DEC-21,62
9575,970,516,26-FEB-22,99
9576,970,1894,06-MAY-24,100
9577,971,2420,04-APR-19,1
9578,971,2401,05-APR-32,8
9579,971,709,09-APR-25,11
9580,971,3371,16-FEB-20,92
9581,971,1554,19-AUG-31,22
9582,971,1186,01-APR-21,60
9583,971,1574,23-APR-15,32
9584,971,2348,04-JUL-23,63
9585,971,3244,18-AUG-25,86
9586,971,1103,03-MAR-15,69
9587,972,3112,12-DEC-22,16
9588,972,2263,02-JUL-16,9
9589,972,949,16-JAN-27,21
9590,972,1835,05-JAN-17,90
9591,972,1915,17-AUG-27,39
9592,974,1753,12-FEB-23,8
9593,974,1752,27-AUG-33,16
9594,975,2024,19-AUG-18,4
9595,975,210,26-JUL-26,43
9596,975,1752,17-JAN-19,70
9597,975,2027,27-JAN-27,33
9598,975,2025,28-JAN-17,5
9599,975,2509,12-MAR-28,39
9600,975,2509,16-SEP-33,32
9601,975,1752,22-JUN-23,40
9602,975,2584,13-AUG-17,100
9603,975,2401,08-JAN-22,1
9604,975,145,17-SEP-15,86
9605,975,210,28-OCT-27,44
9606,975,1753,19-NOV-20,55
9607,975,2024,27-OCT-16,94
9608,975,3374,01-APR-27,11
9609,975,210,02-MAY-27,76
9610,976,642,28-OCT-33,53
9611,976,2025,24-JAN-20,36
9612,976,2401,27-DEC-15,29
9613,976,145,08-MAY-29,15
9614,976,2027,20-MAR-19,56
9615,976,2385,05-MAY-20,83
9616,976,2025,09-APR-30,24
9617,976,2124,20-JUL-25,1
9618,976,2124,27-SEP-18,8
9619,976,210,19-DEC-25,69
9620,976,3304,04-APR-33,49
9621,976,2124,18-JUL-25,81
9622,976,1196,20-JAN-20,32
9623,976,3304,19-MAY-29,79
9624,977,1196,01-AUG-24,61
9625,977,2385,15-OCT-21,26
9626,977,1751,19-JUL-21,3
9627,977,1750,16-MAR-17,54
9628,977,2025,16-JAN-29,14
9629,977,2584,08-MAY-31,53
9630,977,3304,08-JAN-29,13
9631,977,144,25-DEC-22,74
9632,977,144,08-MAR-27,5
9633,977,1752,08-JAN-19,31
9634,977,3304,21-APR-16,96
9635,977,642,16-JUL-17,24
9636,977,1753,16-MAR-33,13
9637,977,1752,06-JUN-26,84
9638,977,1753,19-AUG-22,62
9639,977,1753,24-JUL-15,20
9640,977,2025,07-NOV-26,14
9641,977,2024,06-FEB-25,26
10406,1054,2831,24-OCT-21,93
10407,1054,2123,10-JUN-26,27
10408,1054,3111,04-JUL-29,24
10409,1054,753,01-DEC-30,44
10410,1054,2832,28-FEB-18,71
10411,1054,378,04-SEP-26,84
10412,1055,2658,16-AUG-15,61
10413,1055,1648,10-DEC-29,28
10414,1055,3165,23-DEC-33,64
10415,1055,259,11-AUG-29,16
10416,1055,477,01-SEP-21,44
10417,1055,191,26-APR-32,91
10418,1055,196,15-JAN-29,100
10419,1055,1939,05-JUN-24,98
10420,1055,2150,20-JUL-28,92
10421,1055,1459,22-FEB-18,9
10422,1055,3371,26-SEP-27,26
10423,1055,1619,12-AUG-32,16
10424,1055,1465,18-NOV-29,15
10425,1055,855,05-FEB-27,3
10426,1055,2083,05-OCT-32,48
10427,1055,1619,07-JAN-18,31
10428,1055,3281,11-FEB-21,6
10429,1055,2305,26-MAY-31,8
10430,1057,1196,18-MAY-20,28
10431,1057,2584,12-MAY-33,25
10432,1057,1750,09-MAR-32,31
10433,1057,2025,18-APR-16,18
10434,1057,1750,17-JAN-25,75
10435,1057,3304,20-OCT-26,87
10436,1057,2027,20-MAY-22,60
10437,1057,1751,05-FEB-23,45
10438,1057,1753,21-SEP-30,57
10439,1057,210,12-NOV-15,86
10440,1057,2025,22-AUG-19,88
10441,1057,1752,01-FEB-18,91
10442,1057,642,28-OCT-33,97
10443,1057,642,12-SEP-31,16
10444,1057,2385,23-JUL-28,60
10445,1057,1196,25-AUG-15,12
10446,1058,2124,11-JUN-24,18
10447,1058,3375,23-APR-19,38
10448,1058,2025,22-FEB-18,8
10449,1058,1753,20-AUG-21,72
10450,1058,145,21-MAR-33,95
10451,1058,2027,24-AUG-16,62
10452,1058,3375,28-AUG-17,34
10453,1058,2401,11-MAR-26,53
10454,1058,1750,27-MAY-31,40
10455,1059,1160,28-MAY-27,52
10456,1059,2414,24-OCT-32,55
10457,1059,3241,17-FEB-32,29
10458,1059,1412,04-SEP-30,48
10459,1059,1753,16-OCT-22,70
10460,1059,738,19-MAR-24,55
10461,1059,1657,22-FEB-28,33
10462,1059,2647,01-APR-32,45
10463,1060,1160,09-JAN-21,43
10464,1060,422,08-JAN-24,49
10465,1060,1412,26-OCT-16,30
10466,1060,738,10-SEP-17,68
10467,1061,1160,25-SEP-29,73
10468,1061,1657,25-MAY-16,14
10469,1061,1583,13-OCT-15,10
10470,1061,738,17-APR-15,75
10471,1061,422,03-JUL-31,41
10472,1061,2124,25-SEP-20,20
10473,1062,1308,06-MAR-25,17
10474,1063,1426,19-DEC-26,80
10475,1063,1489,18-JAN-19,51
10476,1063,711,06-DEC-21,80
10477,1063,3199,15-MAR-16,97
10478,1063,1100,21-JAN-20,65
10479,1064,110,12-MAY-30,29
10480,1064,1552,15-MAY-18,20
10481,1064,2720,14-AUG-32,34
10482,1064,929,09-NOV-30,35
10483,1064,1565,24-NOV-20,48
10484,1064,2680,23-AUG-27,60
10485,1064,928,05-FEB-25,78
10486,1064,296,05-JUL-30,62
10487,1064,1197,19-MAY-21,27
10488,1064,2681,20-DEC-18,85
10489,1064,3373,16-MAY-16,96
10490,1064,3246,24-MAY-24,35
10491,1064,1102,26-AUG-16,88
10492,1064,1446,19-NOV-29,61
10493,1065,805,01-SEP-15,20
10494,1065,3443,10-JUL-17,22
10495,1065,3443,22-NOV-25,99
10496,1065,3475,16-MAY-28,65
10497,1065,1184,22-OCT-33,48
10498,1065,2259,22-OCT-16,79
10499,1065,3475,03-JAN-21,51
10500,1065,3443,20-NOV-18,23
10501,1065,805,02-APR-23,99
10502,1065,3475,28-NOV-17,67
10503,1065,806,19-SEP-21,30
10504,1065,805,14-SEP-29,4
10505,1065,806,13-OCT-26,43
10506,1065,806,24-DEC-23,36
10507,1065,2259,21-DEC-27,1
10508,1065,1184,08-DEC-15,79
10509,1065,3475,19-MAY-22,49
10510,1066,2656,23-APR-25,27
10511,1066,354,13-DEC-18,24
10512,1066,462,23-JAN-28,80
10513,1066,1413,25-JUN-24,54
10514,1066,1358,12-AUG-33,51
10515,1066,999,08-JUL-18,1
10516,1066,2701,19-JUL-26,15
10517,1066,1941,08-NOV-19,26
10518,1066,608,24-SEP-19,88
10519,1066,2410,11-NOV-33,44
10520,1066,1082,12-APR-29,60
10521,1066,1501,24-JUN-33,24
10522,1066,1434,11-NOV-25,47
10523,1066,1754,16-JAN-27,58
10524,1066,1550,09-JAN-32,45
10525,1066,1619,14-NOV-16,19
10526,1066,1449,27-FEB-17,66
10527,1066,1941,08-NOV-20,100
10528,1066,1619,16-FEB-22,40
10529,1066,930,19-AUG-33,56
10530,1067,1594,16-DEC-19,59
10531,1067,998,21-AUG-32,22
10532,1067,733,14-JUL-16,98
10533,1067,734,20-MAY-18,37
10534,1067,440,18-APR-16,14
10535,1067,1080,02-JUN-16,58
10536,1067,998,06-NOV-23,43
10537,1067,215,01-APR-24,42
10538,1067,620,15-MAY-29,54
10539,1068,438,14-JUN-19,96
10540,1068,215,03-JUL-30,11
10541,1068,2083,07-DEC-15,83
10542,1068,3428,01-APR-23,75
10543,1069,215,12-OCT-19,40
10544,1069,530,18-FEB-15,1
10545,1069,3230,13-JUN-27,79
10546,1069,60,18-OCT-27,78
10547,1069,2052,05-SEP-28,11
10548,1069,609,11-MAR-15,57
10549,1069,1001,05-APR-26,2
10550,1069,1984,09-DEC-23,64
10551,1069,1752,06-JUN-24,51
10552,1069,608,04-FEB-26,43
10553,1069,434,05-NOV-20,40
10554,1069,2080,04-MAY-20,92
10555,1069,600,26-MAY-21,62
10556,1069,2959,14-JUN-26,43
10557,1069,599,11-JAN-22,69
10558,1070,294,19-JUN-31,8
10559,1070,3092,04-FEB-23,100
10560,1070,2671,28-AUG-30,12
10561,1070,2435,17-AUG-15,4
10562,1070,1852,04-OCT-27,72
10563,1070,2382,03-NOV-32,47
10564,1070,981,11-MAR-21,67
10565,1070,3004,10-APR-22,28
10566,1070,3091,07-AUG-17,61
10567,1070,3373,23-JUN-25,79
10568,1070,1022,27-DEC-16,57
10569,1070,2646,18-SEP-21,6
10570,1070,3068,03-NOV-22,24
10571,1070,2420,05-AUG-27,34
10572,1070,1901,15-JAN-22,65
10573,1070,2280,24-DEC-26,53
10574,1070,3170,14-FEB-16,34
10575,1070,1260,13-JUL-27,15
10576,1070,54,23-FEB-19,86
10577,1071,777,06-JUL-28,40
10578,1071,876,15-AUG-25,50
10579,1071,2713,28-APR-16,68
10580,1071,2446,28-SEP-22,2
10581,1071,258,27-DEC-22,86
10582,1071,850,25-OCT-15,44
10583,1071,44,07-FEB-29,92
10584,1071,1541,22-SEP-30,29
10585,1071,2568,10-MAY-17,49
10586,1071,3069,02-MAY-32,98
10587,1071,2640,18-MAR-15,73
10588,1071,2116,02-DEC-19,84
10589,1071,698,22-APR-32,4
10590,1071,1136,22-SEP-33,42
10591,1071,45,17-MAY-23,81
10592,1071,1253,18-APR-25,43
10593,1071,3037,17-AUG-24,43
10594,1071,3399,09-MAR-27,80
10595,1072,1899,06-SEP-15,95
10596,1072,77,12-OCT-15,98
10597,1072,3323,10-DEC-22,87
10598,1072,3399,26-JUL-17,78
10599,1072,2452,17-OCT-19,19
10600,1072,792,06-APR-21,19
10601,1072,675,10-JUN-26,70
10602,1072,1257,19-SEP-29,71
10603,1072,706,22-OCT-15,80
10604,1072,1897,07-JUN-26,74
10605,1072,3397,15-FEB-30,55
10606,1072,314,28-FEB-17,28
10607,1073,1376,08-JUN-21,80
10608,1073,2078,02-OCT-27,77
10609,1073,3367,21-JUN-18,55
10610,1073,778,03-FEB-18,77
10611,1073,1848,10-MAR-31,97
10612,1073,2488,01-NOV-31,45
10613,1073,2966,02-SEP-23,56
10614,1073,1770,06-MAY-26,68
10615,1074,1257,12-DEC-25,77
10616,1074,853,06-SEP-24,64
10617,1074,948,07-MAY-22,59
10618,1074,30,24-JUL-25,86
10619,1074,1148,21-AUG-18,51
10620,1074,3107,15-JUN-33,72
10621,1074,2101,27-MAR-16,8
10622,1074,3042,16-MAY-23,83
10623,1075,2953,16-AUG-17,77
10624,1075,2953,04-MAR-25,43
10625,1075,2953,02-JAN-29,23
10626,1075,2953,15-SEP-31,99
10627,1075,2953,10-APR-33,11
10628,1075,2953,05-MAR-32,67
10629,1075,2953,15-OCT-22,77
10630,1075,2953,18-AUG-28,77
10631,1075,2953,18-APR-16,52
10632,1075,2953,25-AUG-26,25
10633,1075,2953,08-JUN-26,79
10634,1075,2953,20-JAN-24,65
10635,1075,2953,26-SEP-18,83
10636,1075,2953,25-FEB-22,7
10637,1075,2953,04-MAY-16,19
10638,1076,2953,09-NOV-27,54
10639,1076,2953,27-MAY-24,18
10640,1076,2953,06-JAN-28,9
10641,1076,2953,17-FEB-16,74
10642,1076,2953,19-DEC-30,56
10643,1076,2953,25-JUN-17,8
10644,1076,2953,05-MAR-28,23
10645,1076,2953,20-JUL-19,37
10646,1076,2953,12-MAY-31,87
10647,1076,2953,25-MAR-24,94
10648,1076,2953,13-JUN-27,10
10649,1076,2953,28-OCT-29,13
10650,1076,2953,18-MAR-26,15
10651,1076,2953,21-JUN-16,57
10652,1076,2953,28-NOV-33,99
10653,1076,2953,14-JAN-32,26
10654,1076,2953,24-DEC-29,100
10655,1076,2953,26-MAY-24,8
10656,1076,2953,14-NOV-22,33
10657,1077,2724,04-DEC-22,25
10658,1078,2837,19-MAY-15,84
10659,1078,1673,06-AUG-31,63
10660,1078,880,24-JAN-23,48
10661,1078,607,06-JUN-26,2
10662,1078,491,06-AUG-22,8
10663,1078,1447,23-AUG-19,41
10664,1078,3380,15-OCT-24,19
10665,1078,1000,23-JUN-29,39
10666,1078,1093,15-AUG-18,97
10667,1078,909,02-OCT-32,67
10668,1078,745,27-AUG-18,47
10669,1078,2520,14-NOV-20,84
10670,1078,3219,05-JAN-27,86
10671,1078,2988,14-DEC-24,90
10672,1079,3359,06-JUN-15,100
10673,1079,1402,11-JUL-24,58
10674,1079,3221,15-JAN-27,53
10675,1079,2988,10-MAR-20,57
10676,1079,2864,28-AUG-32,28
10677,1079,607,05-MAR-18,94
10678,1080,145,03-DEC-22,33
10679,1080,1751,02-MAY-20,28
10680,1080,258,15-AUG-24,40
10681,1080,3304,20-NOV-29,36
10682,1080,1196,25-NOV-19,12
10683,1080,929,19-SEP-21,94
10684,1080,3373,09-JAN-18,37
10685,1080,1196,06-APR-33,37
10686,1080,3374,12-APR-16,44
10687,1080,3304,24-MAR-18,52
10688,1080,2124,23-DEC-20,50
10689,1080,2420,19-FEB-18,35
10690,1080,3371,06-JUN-23,16
10691,1080,3368,06-APR-33,48
10692,1080,3375,14-APR-22,84
10693,1080,1196,08-FEB-23,99
10694,1080,3367,17-OCT-32,48
10695,1080,928,07-APR-17,94
10696,1080,3375,03-APR-29,93
10697,1081,2085,16-DEC-30,19
10698,1081,44,16-MAY-15,20
10699,1081,2272,08-JUN-33,6
10700,1082,1938,15-JUL-15,47
10701,1082,2184,13-DEC-30,99
10702,1082,3400,26-NOV-22,48
10703,1082,2299,09-DEC-25,35
10704,1082,607,24-SEP-33,25
10705,1082,688,08-MAY-15,56
10706,1083,3330,22-APR-31,97
10707,1083,1401,28-MAY-18,88
10708,1083,2722,20-AUG-18,77
10709,1083,1944,03-OCT-17,93
10710,1083,2601,28-MAR-33,3
10711,1083,3400,15-SEP-26,40
10712,1083,1554,04-SEP-21,70
10713,1083,1553,09-OCT-25,39
10714,1083,3423,12-OCT-27,88
10715,1083,2165,28-APR-15,27
10716,1083,1196,21-MAR-22,30
10717,1083,1945,02-APR-26,56
10718,1083,2620,17-JUL-18,84
10719,1083,3400,10-SEP-27,21
10720,1083,1635,07-JUL-22,99
10721,1083,2124,12-APR-18,37
10722,1083,1941,14-SEP-15,67
10723,1083,1279,28-JUL-24,90
10724,1083,132,26-JUN-29,100
10725,1083,3385,14-JUN-27,6
10726,1084,2687,11-MAR-21,31
10727,1084,2677,05-MAR-18,60
10728,1084,1309,05-JUN-16,73
10729,1084,2421,10-MAY-17,89
10730,1084,1513,08-NOV-21,26
10731,1084,710,09-AUG-15,33
10732,1084,3371,23-OCT-31,21
10733,1084,928,09-JUL-18,92
10734,1084,1094,26-SEP-24,61
10735,1084,1488,24-MAR-27,25
10736,1084,1100,08-FEB-17,53
10737,1084,459,04-MAY-21,32
10738,1084,929,07-OCT-15,92
10739,1085,2856,23-AUG-25,66
10740,1085,459,03-MAY-29,71
10741,1085,593,02-SEP-16,22
10742,1085,1771,12-MAR-22,72
10743,1085,258,09-AUG-18,65
10744,1085,709,12-APR-26,12
10745,1085,317,02-AUG-22,68
10746,1085,489,21-SEP-23,2
10747,1086,1368,04-JUL-23,72
10748,1086,359,04-JUL-16,80
10749,1086,3241,26-JUL-27,11
10750,1086,2124,03-AUG-29,82
10751,1086,593,22-DEC-19,96
10752,1086,750,20-OCT-23,10
10753,1086,2498,08-AUG-21,56
10754,1086,999,04-MAY-15,10
10755,1086,855,28-OCT-32,7
10756,1087,2960,21-MAR-21,49
10757,1087,999,21-MAY-19,24
10758,1087,59,04-MAY-22,74
10759,1087,748,27-JUN-16,19
10760,1087,3244,17-NOV-18,66
10761,1087,3244,17-MAY-31,43
10762,1087,1001,26-JUN-19,12
10763,1087,1284,14-MAR-26,52
10764,1087,750,15-JUL-19,51
10765,1087,2723,15-FEB-23,63
10766,1087,1654,08-JUN-27,45
10767,1087,855,27-JAN-31,88
10768,1087,608,20-NOV-21,45
10769,1087,60,02-NOV-20,7
10770,1087,62,23-FEB-26,58
10771,1087,609,19-JUL-29,79
10772,1087,855,14-NOV-15,43
10773,1088,2724,08-JAN-28,8
10774,1088,359,14-DEC-26,28
10775,1088,3251,06-JUN-15,100
10776,1088,747,05-AUG-17,21
10777,1088,3423,22-FEB-19,29
10778,1088,2334,17-NOV-33,33
10779,1088,1368,15-APR-15,83
10780,1088,2861,06-MAY-33,45
10781,1088,998,08-SEP-28,69
10782,1089,2401,08-JUN-20,76
10783,1089,1751,19-JAN-33,21
10784,1089,642,16-JAN-16,15
10785,1089,2401,02-MAY-22,18
10786,1089,2027,03-JUN-19,83
10787,1089,2124,03-NOV-23,27
10788,1089,2584,17-DEC-25,18
10789,1089,2509,10-OCT-30,74
10790,1090,1753,25-MAR-27,42
10791,1090,3304,02-AUG-31,65
10792,1090,3375,20-OCT-22,16
10793,1090,2027,15-APR-17,21
10794,1091,2012,11-FEB-24,51
10795,1091,1299,25-DEC-22,6
10796,1091,1647,03-JUL-29,61
10797,1091,2017,21-DEC-16,69
10798,1092,3145,21-NOV-19,60
10799,1092,2028,27-NOV-27,80
10800,1092,1746,24-JAN-17,91
10801,1092,1003,19-AUG-27,7
10802,1092,245,18-MAR-23,42
10803,1092,1133,20-DEC-29,93
10804,1092,2275,25-OCT-30,23
10805,1092,2115,25-AUG-21,92
10806,1092,882,15-MAR-31,36
10807,1092,1646,27-FEB-28,94
10808,1092,1131,25-MAR-15,83
10809,1092,1941,16-AUG-22,43
10810,1092,1617,19-AUG-33,65
10811,1092,2995,05-MAY-18,53
10812,1092,1426,09-AUG-24,81
10813,1093,2258,08-DEC-30,1
10814,1093,1616,07-OCT-20,7
10815,1093,1945,15-FEB-25,84
10816,1093,2777,15-JAN-21,10
10817,1093,2296,03-DEC-33,94
10818,1093,3165,22-MAR-30,60
10819,1093,28,26-MAR-24,56
10820,1093,2257,01-JUL-19,98
10821,1093,1426,18-NOV-17,32
10822,1093,2656,07-OCT-27,84
10823,1093,467,08-NOV-22,78
10824,1093,1394,03-JUN-22,69
10825,1094,1949,17-JUN-32,91
10826,1094,26,26-JUN-15,11
10827,1094,1394,06-JAN-32,62
10828,1094,2280,07-APR-18,65
10829,1094,1400,19-JAN-18,14
10830,1094,1945,24-OCT-32,52
10831,1094,883,26-OCT-20,4
10832,1094,1949,20-MAY-23,4
10833,1094,516,10-SEP-23,75
10834,1095,928,19-AUG-19,92
10835,1095,2420,15-JAN-29,66
10836,1095,928,21-OCT-26,77
10837,1095,928,27-MAR-16,89
10838,1095,257,11-NOV-22,19
10839,1095,2420,12-OCT-32,61
10840,1095,2420,05-JUL-19,65
10841,1095,928,26-JUL-19,35
10842,1095,928,08-FEB-30,13
10843,1095,2420,05-MAY-19,60
10844,1095,257,18-MAY-32,5
10845,1096,253,16-JUN-15,57
10846,1096,982,12-JUL-24,99
10847,1096,927,11-JUL-18,48
10848,1096,1147,25-SEP-17,86
10849,1096,2768,10-FEB-19,18
10850,1096,2832,21-JUN-19,61
10851,1096,2071,03-MAY-28,52
10852,1096,2827,11-DEC-15,12
10853,1096,892,26-MAR-21,67
10854,1096,2823,22-OCT-20,48
10855,1096,3111,07-DEC-21,82
10856,1096,3303,22-OCT-27,49
10857,1096,895,09-OCT-33,25
10858,1097,254,03-FEB-19,68
10859,1097,1721,04-APR-24,76
10860,1097,331,03-FEB-24,29
10861,1097,203,08-OCT-33,84
10862,1097,764,20-FEB-15,60
10863,1097,254,22-NOV-24,96
10864,1097,2863,27-JUL-22,94
10865,1097,2984,15-MAR-17,77
10866,1097,1835,02-MAR-25,14
10867,1097,1594,27-JUL-30,32
10868,1097,429,23-DEC-18,49
10869,1097,3111,17-JAN-30,13
10870,1097,429,03-MAR-22,67
10871,1097,2830,04-SEP-17,74
10872,1097,1719,13-FEB-22,65
10873,1097,331,04-JUL-31,44
10874,1097,1835,17-JUN-21,61
10875,1097,3234,18-APR-16,68
10876,1098,3111,10-FEB-28,9
10877,1098,893,14-NOV-17,23
10878,1098,1190,24-MAR-33,86
10879,1098,417,22-MAR-26,34
10880,1098,2612,11-JUN-24,21
10881,1098,369,18-JUL-28,85
10882,1098,1835,13-AUG-24,45
10883,1098,416,28-AUG-31,75
10884,1098,3236,21-NOV-24,69
10885,1098,2830,25-SEP-30,48
10886,1098,949,26-FEB-33,4
10887,1099,3443,03-SEP-18,44
10888,1099,662,23-MAR-24,8
10889,1099,662,07-FEB-19,12
10890,1099,1406,13-DEC-17,82
10891,1099,3443,08-MAR-24,58
10892,1099,3443,20-SEP-26,35
10893,1099,1406,28-MAY-21,94
10894,1099,1406,22-SEP-27,18
10895,1099,662,13-SEP-33,43
10896,1099,1406,12-NOV-15,23
10897,1099,1406,16-JUN-20,29
10898,1099,1406,21-DEC-21,21
10899,1099,661,12-MAR-22,22
10900,1099,662,18-APR-26,37
10901,1099,661,26-JUN-21,100
10902,1099,1406,20-MAR-18,12
