"ID_VYPLATY","ID_ZAMESTNANCA","DATUM","SUMA"
41441,1727,15-MAY-21,1279.8
41442,1727,15-JUN-21,1026.44
41443,1727,15-JUL-21,1376.12
41444,1727,15-AUG-21,985.4
41445,1727,15-SEP-21,790.45
41446,1727,15-OCT-21,928.91
41447,1727,15-NOV-21,1292.93
41448,1727,15-DEC-21,763.26
41449,1728,15-JAN-20,1390.49
41450,1728,15-FEB-20,1114.19
41451,1728,15-MAR-20,1270.7
41452,1728,15-APR-20,1306.54
41453,1728,15-MAY-20,978.44
41454,1728,15-JUN-20,1212
41455,1728,15-JUL-20,992.16
41456,1728,15-AUG-20,880.02
41457,1728,15-SEP-20,980.95
41458,1728,15-OCT-20,867.06
41459,1728,15-NOV-20,964.91
41460,1728,15-DEC-20,1080.74
41461,1728,15-JAN-21,935.42
41462,1728,15-FEB-21,1239.28
41463,1728,15-MAR-21,784.98
41464,1728,15-APR-21,1176.86
41465,1728,15-MAY-21,1078.19
41466,1728,15-JUN-21,1200.6
41467,1728,15-JUL-21,790.61
41468,1728,15-AUG-21,1195.24
41469,1728,15-SEP-21,1101.14
41470,1728,15-OCT-21,1357.89
41471,1728,15-NOV-21,842.29
41472,1728,15-DEC-21,1303.12
41473,1729,15-JAN-20,818.7
41474,1729,15-FEB-20,1302.12
41475,1729,15-MAR-20,1138.77
41476,1729,15-APR-20,950.48
41477,1729,15-MAY-20,914.57
41478,1729,15-JUN-20,1302.94
41479,1729,15-JUL-20,1001.94
41480,1729,15-AUG-20,1452.07
41481,1729,15-SEP-20,1078.17
41482,1729,15-OCT-20,1348.26
41483,1729,15-NOV-20,1025.05
41484,1729,15-DEC-20,1292.03
41485,1729,15-JAN-21,1254.27
41486,1729,15-FEB-21,989.04
41487,1729,15-MAR-21,1231.25
41488,1729,15-APR-21,839.28
41489,1729,15-MAY-21,1189.48
41490,1729,15-JUN-21,914.6
41491,1729,15-JUL-21,1334.71
41492,1729,15-AUG-21,1175.91
41493,1729,15-SEP-21,1220.07
41494,1729,15-OCT-21,1483.83
41495,1729,15-NOV-21,1477.64
41496,1729,15-DEC-21,857.99
41497,1730,15-JAN-20,727.04
41498,1730,15-FEB-20,1466.73
41499,1730,15-MAR-20,1480.64
41500,1730,15-APR-20,1191.59
41501,1730,15-MAY-20,786.8
41502,1730,15-JUN-20,1435.22
41503,1730,15-JUL-20,1366.38
41504,1730,15-AUG-20,709.2
41505,1730,15-SEP-20,916.31
41506,1730,15-OCT-20,909.47
41507,1730,15-NOV-20,757.03
41508,1730,15-DEC-20,1193
41509,1730,15-JAN-21,1014.94
41510,1730,15-FEB-21,1294.1
41511,1730,15-MAR-21,832.08
41512,1730,15-APR-21,1359.11
41513,1730,15-MAY-21,715.31
41514,1730,15-JUN-21,1289.96
41515,1730,15-JUL-21,872.76
41516,1730,15-AUG-21,1489.7
41517,1730,15-SEP-21,728.31
41518,1730,15-OCT-21,1316.23
41519,1730,15-NOV-21,1316.13
41520,1730,15-DEC-21,767.67
41521,1731,15-JAN-20,1415.2
41522,1731,15-FEB-20,1425.32
41523,1731,15-MAR-20,871.15
41524,1731,15-APR-20,821.21
41525,1731,15-MAY-20,1341.72
41526,1731,15-JUN-20,819.93
41527,1731,15-JUL-20,1461.1
41528,1731,15-AUG-20,845.74
41529,1731,15-SEP-20,1268.86
41530,1731,15-OCT-20,1119.41
41531,1731,15-NOV-20,1442.07
41532,1731,15-DEC-20,1001.37
41533,1731,15-JAN-21,1238.16
41534,1731,15-FEB-21,868.32
41535,1731,15-MAR-21,1461.26
41536,1731,15-APR-21,1294.48
41537,1731,15-MAY-21,757.73
41538,1731,15-JUN-21,1082.08
41539,1731,15-JUL-21,985.03
41540,1731,15-AUG-21,769.21
41541,1731,15-SEP-21,783.14
41542,1731,15-OCT-21,1363.34
41543,1731,15-NOV-21,1498.39
41544,1731,15-DEC-21,1204.79
41545,1732,15-JAN-20,704.56
41546,1732,15-FEB-20,707.47
41547,1732,15-MAR-20,1165.6
41548,1732,15-APR-20,1248.39
41549,1732,15-MAY-20,1300.07
41550,1732,15-JUN-20,1293.77
41551,1732,15-JUL-20,925.66
41552,1732,15-AUG-20,1442.24
41553,1732,15-SEP-20,1392.05
41554,1732,15-OCT-20,851.79
41555,1732,15-NOV-20,1312.8
41556,1732,15-DEC-20,1428.52
41557,1732,15-JAN-21,755.15
41558,1732,15-FEB-21,1327.48
41559,1732,15-MAR-21,854.94
41560,1732,15-APR-21,1485.17
41561,1732,15-MAY-21,1328.88
41562,1732,15-JUN-21,1499.1
41563,1732,15-JUL-21,1494.37
41564,1732,15-AUG-21,753.09
41565,1732,15-SEP-21,1462.42
41566,1732,15-OCT-21,793.35
41567,1732,15-NOV-21,1153.59
41568,1732,15-DEC-21,773.04
41569,1733,15-JAN-20,872.03
41570,1733,15-FEB-20,1157.8
41571,1733,15-MAR-20,758.91
41572,1733,15-APR-20,811.45
41573,1733,15-MAY-20,1179.57
41574,1733,15-JUN-20,1314.52
41575,1733,15-JUL-20,1272.46
41576,1733,15-AUG-20,1419.75
41577,1733,15-SEP-20,1432.79
41578,1733,15-OCT-20,1336.75
41579,1733,15-NOV-20,1369.6
41580,1733,15-DEC-20,1141.79
41581,1733,15-JAN-21,1413.7
41582,1733,15-FEB-21,886.76
41583,1733,15-MAR-21,787.98
41584,1733,15-APR-21,1160.91
41585,1733,15-MAY-21,1271.2
41586,1733,15-JUN-21,1254.87
41587,1733,15-JUL-21,929.89
41588,1733,15-AUG-21,1293.3
41589,1733,15-SEP-21,1495.79
41590,1733,15-OCT-21,816.2
41591,1733,15-NOV-21,1279.65
41592,1733,15-DEC-21,1386.61
41593,1734,15-JAN-20,1081.17
41594,1734,15-FEB-20,979.4
41595,1734,15-MAR-20,822.3
41596,1734,15-APR-20,745.55
41597,1734,15-MAY-20,1456.68
41598,1734,15-JUN-20,1151.98
41599,1734,15-JUL-20,1277.83
41600,1734,15-AUG-20,876.59
41601,1734,15-SEP-20,1165.27
41602,1734,15-OCT-20,1224.51
41603,1734,15-NOV-20,1359.84
41604,1734,15-DEC-20,979.64
41605,1734,15-JAN-21,1108.3
41606,1734,15-FEB-21,1498.12
41607,1734,15-MAR-21,1361.99
41608,1734,15-APR-21,1324.85
41609,1734,15-MAY-21,1488.54
41610,1734,15-JUN-21,1182.4
41611,1734,15-JUL-21,1070.31
41612,1734,15-AUG-21,1468.85
41613,1734,15-SEP-21,714.24
41614,1734,15-OCT-21,942.92
41615,1734,15-NOV-21,1146.08
41616,1734,15-DEC-21,1100.08
41617,1735,15-JAN-20,1253.97
41618,1735,15-FEB-20,924.26
41619,1735,15-MAR-20,1346.4
41620,1735,15-APR-20,1458.21
41621,1735,15-MAY-20,909.55
41622,1735,15-JUN-20,933.24
41623,1735,15-JUL-20,1459.65
41624,1735,15-AUG-20,1253.21
41625,1735,15-SEP-20,1437.2
41626,1735,15-OCT-20,881.21
41627,1735,15-NOV-20,857
41628,1735,15-DEC-20,1136.25
41629,1735,15-JAN-21,966.5
41630,1735,15-FEB-21,1050.29
41631,1735,15-MAR-21,796.35
41632,1735,15-APR-21,1098.06
41633,1735,15-MAY-21,1061.26
41634,1735,15-JUN-21,1229.44
41635,1735,15-JUL-21,1421.42
41636,1735,15-AUG-21,1022
41637,1735,15-SEP-21,884.87
41638,1735,15-OCT-21,1449.97
41639,1735,15-NOV-21,985.75
41640,1735,15-DEC-21,1259.74
41641,1736,15-JAN-20,937.28
41642,1736,15-FEB-20,1300.2
41643,1736,15-MAR-20,1262.15
41644,1736,15-APR-20,710.03
41645,1736,15-MAY-20,1059.12
41646,1736,15-JUN-20,925.72
41647,1736,15-JUL-20,986.69
41648,1736,15-AUG-20,835.14
41649,1736,15-SEP-20,1203.66
41650,1736,15-OCT-20,1468.7
41651,1736,15-NOV-20,703.76
41652,1736,15-DEC-20,866.23
41653,1736,15-JAN-21,1385.21
41654,1736,15-FEB-21,1237.48
41655,1736,15-MAR-21,1429.8
41656,1736,15-APR-21,1102.47
41657,1736,15-MAY-21,1405.72
41658,1736,15-JUN-21,716.84
41659,1736,15-JUL-21,1415.89
41660,1736,15-AUG-21,1374.8
41661,1736,15-SEP-21,1048.41
41662,1736,15-OCT-21,1458.34
41663,1736,15-NOV-21,922.91
41664,1736,15-DEC-21,1049.8
41665,1737,15-JAN-20,911.84
41666,1737,15-FEB-20,991.74
41667,1737,15-MAR-20,990.85
41668,1737,15-APR-20,899.11
41669,1737,15-MAY-20,892.89
41670,1737,15-JUN-20,1431.83
41671,1737,15-JUL-20,859.81
41672,1737,15-AUG-20,1491.25
41673,1737,15-SEP-20,724.46
41674,1737,15-OCT-20,1108.55
41675,1737,15-NOV-20,1468.24
41676,1737,15-DEC-20,1268.66
41677,1737,15-JAN-21,1158.96
41678,1737,15-FEB-21,946.34
41679,1737,15-MAR-21,1388.35
41680,1737,15-APR-21,1140.86
41681,1737,15-MAY-21,849.9
41682,1737,15-JUN-21,860.76
41683,1737,15-JUL-21,1302.48
41684,1737,15-AUG-21,851.72
41685,1737,15-SEP-21,787.78
41686,1737,15-OCT-21,726.14
41687,1737,15-NOV-21,700.53
41688,1737,15-DEC-21,966.98
41689,1738,15-JAN-20,1246.28
41690,1738,15-FEB-20,1337.31
41691,1738,15-MAR-20,896.8
41692,1738,15-APR-20,1233.28
41693,1738,15-MAY-20,1408.31
41694,1738,15-JUN-20,1208.66
41695,1738,15-JUL-20,809.54
41696,1738,15-AUG-20,1149.12
41697,1738,15-SEP-20,791.94
41698,1738,15-OCT-20,753
41699,1738,15-NOV-20,909.14
41700,1738,15-DEC-20,1252.01
41701,1738,15-JAN-21,857.55
41702,1738,15-FEB-21,1146.5
41703,1738,15-MAR-21,826.39
41704,1738,15-APR-21,1228.13
41705,1738,15-MAY-21,1077.25
41706,1738,15-JUN-21,1472
41707,1738,15-JUL-21,1434.89
41708,1738,15-AUG-21,1044.17
41709,1738,15-SEP-21,1483.82
41710,1738,15-OCT-21,1318.15
41711,1738,15-NOV-21,743.33
41712,1738,15-DEC-21,755.62
41713,1739,15-JAN-20,877.61
41714,1739,15-FEB-20,1218.36
41715,1739,15-MAR-20,726.52
41716,1739,15-APR-20,1136.19
41717,1739,15-MAY-20,1484.48
41718,1739,15-JUN-20,923.44
41719,1739,15-JUL-20,1316.78
41720,1739,15-AUG-20,1458.12
41721,1739,15-SEP-20,829.05
41722,1739,15-OCT-20,1187.65
41723,1739,15-NOV-20,1432.39
41724,1739,15-DEC-20,801.2
41725,1739,15-JAN-21,1140.49
41726,1739,15-FEB-21,969.35
41727,1739,15-MAR-21,1140.37
41728,1739,15-APR-21,816.4
41729,1739,15-MAY-21,1161.55
41730,1739,15-JUN-21,877.38
41731,1739,15-JUL-21,1020.67
41732,1739,15-AUG-21,1316.51
41733,1739,15-SEP-21,1392.83
41734,1739,15-OCT-21,714.74
41735,1739,15-NOV-21,868.99
41736,1739,15-DEC-21,1227.15
41737,1740,15-JAN-20,832.76
41738,1740,15-FEB-20,1237.37
41739,1740,15-MAR-20,1195.89
41740,1740,15-APR-20,771.59
41741,1740,15-MAY-20,1344.29
41742,1740,15-JUN-20,743.86
41743,1740,15-JUL-20,1022.6
41744,1740,15-AUG-20,1423.89
41745,1740,15-SEP-20,1055.67
41746,1740,15-OCT-20,923.32
41747,1740,15-NOV-20,869.47
41748,1740,15-DEC-20,1392.79
41749,1740,15-JAN-21,1432.1
41750,1740,15-FEB-21,1426.32
41751,1740,15-MAR-21,1107.24
41752,1740,15-APR-21,920.98
41753,1740,15-MAY-21,1240.65
41754,1740,15-JUN-21,841.53
41755,1740,15-JUL-21,1353.21
41756,1740,15-AUG-21,1298.04
41757,1740,15-SEP-21,1415.85
41758,1740,15-OCT-21,1266.76
41759,1740,15-NOV-21,1344.53
41760,1740,15-DEC-21,738.8
41761,1741,15-JAN-20,849.38
41762,1741,15-FEB-20,955.57
41763,1741,15-MAR-20,860.68
41764,1741,15-APR-20,1376.65
41765,1741,15-MAY-20,1332.89
41766,1741,15-JUN-20,912.32
41767,1741,15-JUL-20,1282.77
41768,1741,15-AUG-20,1010.37
41769,1741,15-SEP-20,955.74
41770,1741,15-OCT-20,1222.41
41771,1741,15-NOV-20,1207.78
41772,1741,15-DEC-20,1328.77
41773,1741,15-JAN-21,967.29
41774,1741,15-FEB-21,839.38
41775,1741,15-MAR-21,1382.01
41776,1741,15-APR-21,1184.72
41777,1741,15-MAY-21,1410.96
41778,1741,15-JUN-21,801.86
41779,1741,15-JUL-21,1493.99
41780,1741,15-AUG-21,1072.59
41781,1741,15-SEP-21,895.67
41782,1741,15-OCT-21,747.61
41783,1741,15-NOV-21,1037.39
41784,1741,15-DEC-21,902.2
41785,1742,15-JAN-20,1018.91
41786,1742,15-FEB-20,873.88
41787,1742,15-MAR-20,1114.55
41788,1742,15-APR-20,1308.68
41789,1742,15-MAY-20,1281.5
41790,1742,15-JUN-20,713.52
41791,1742,15-JUL-20,1265.95
41792,1742,15-AUG-20,982.14
41793,1742,15-SEP-20,1492.94
41794,1742,15-OCT-20,1356.57
41795,1742,15-NOV-20,1448.25
41796,1742,15-DEC-20,1177.18
41797,1742,15-JAN-21,956.18
41798,1742,15-FEB-21,805.38
41799,1742,15-MAR-21,934.26
41800,1742,15-APR-21,1311.41
41801,1742,15-MAY-21,1445.72
41802,1742,15-JUN-21,1377.25
41803,1742,15-JUL-21,1221.56
41804,1742,15-AUG-21,899.39
41805,1742,15-SEP-21,765.7
41806,1742,15-OCT-21,989.25
41807,1742,15-NOV-21,1405.71
41808,1742,15-DEC-21,1151.61
41809,1743,15-JAN-20,943.4
41810,1743,15-FEB-20,1347.19
41811,1743,15-MAR-20,870.63
41812,1743,15-APR-20,811.51
41813,1743,15-MAY-20,1314.37
41814,1743,15-JUN-20,881.92
41815,1743,15-JUL-20,941
41816,1743,15-AUG-20,1168.29
41817,1743,15-SEP-20,1129.44
41818,1743,15-OCT-20,1275.23
41819,1743,15-NOV-20,1185.34
41820,1743,15-DEC-20,1114.39
41821,1743,15-JAN-21,925.84
41822,1743,15-FEB-21,1048.73
41823,1743,15-MAR-21,1292.51
41824,1743,15-APR-21,948.67
41825,1743,15-MAY-21,1078.98
41826,1743,15-JUN-21,1156.03
41827,1743,15-JUL-21,1005.95
41828,1743,15-AUG-21,1223.48
41829,1743,15-SEP-21,944.76
41830,1743,15-OCT-21,816.27
41831,1743,15-NOV-21,996.13
41832,1743,15-DEC-21,1356.69
41833,1744,15-JAN-20,1479.11
41834,1744,15-FEB-20,1215.55
41835,1744,15-MAR-20,1271.98
41836,1744,15-APR-20,961.36
41837,1744,15-MAY-20,1036.87
41838,1744,15-JUN-20,943.09
41839,1744,15-JUL-20,1353.81
41840,1744,15-AUG-20,1262.31
41841,1744,15-SEP-20,721.07
41842,1744,15-OCT-20,1285.18
41843,1744,15-NOV-20,1420.2
41844,1744,15-DEC-20,1095.88
41845,1744,15-JAN-21,895.44
41846,1744,15-FEB-21,706.96
41847,1744,15-MAR-21,1450.43
41848,1744,15-APR-21,1122.38
41849,1744,15-MAY-21,1131.8
41850,1744,15-JUN-21,1133.58
41851,1744,15-JUL-21,791.57
41852,1744,15-AUG-21,1182.02
41853,1744,15-SEP-21,1154.1
41854,1744,15-OCT-21,726.76
41855,1744,15-NOV-21,760.08
41856,1744,15-DEC-21,1024.7
41857,1745,15-JAN-20,1033.28
41858,1745,15-FEB-20,727.51
41859,1745,15-MAR-20,1422.87
41860,1745,15-APR-20,1010.46
41861,1745,15-MAY-20,1105.52
41862,1745,15-JUN-20,901.84
41863,1745,15-JUL-20,1008.3
41864,1745,15-AUG-20,922.51
41865,1745,15-SEP-20,1062.74
41866,1745,15-OCT-20,1442.61
41867,1745,15-NOV-20,1072.88
41868,1745,15-DEC-20,851.24
41869,1745,15-JAN-21,1125.01
41870,1745,15-FEB-21,794.82
41871,1745,15-MAR-21,930.59
41872,1745,15-APR-21,1150.52
41873,1745,15-MAY-21,1060.41
41874,1745,15-JUN-21,1105.53
41875,1745,15-JUL-21,710.27
41876,1745,15-AUG-21,1121.28
41877,1745,15-SEP-21,1055.68
41878,1745,15-OCT-21,1242.93
41879,1745,15-NOV-21,1371.05
41880,1745,15-DEC-21,710.77
41881,1746,15-JAN-20,789.61
41882,1746,15-FEB-20,1097.52
41883,1746,15-MAR-20,905.5
41884,1746,15-APR-20,1398.86
41885,1746,15-MAY-20,843.03
41886,1746,15-JUN-20,1056.21
41887,1746,15-JUL-20,881.39
41888,1746,15-AUG-20,1012.39
41889,1746,15-SEP-20,1243.06
17673,737,15-SEP-20,877.8
17674,737,15-OCT-20,1346.53
17675,737,15-NOV-20,1149.73
17676,737,15-DEC-20,1200.65
17677,737,15-JAN-21,1022.91
17678,737,15-FEB-21,928.02
17679,737,15-MAR-21,1017.25
17680,737,15-APR-21,1281.54
17681,737,15-MAY-21,933.14
17682,737,15-JUN-21,1492.89
17683,737,15-JUL-21,1284.88
17684,737,15-AUG-21,1116.84
17685,737,15-SEP-21,1171.47
17686,737,15-OCT-21,1361.87
17687,737,15-NOV-21,1289.75
17688,737,15-DEC-21,935.49
17689,738,15-JAN-20,1483.36
17690,738,15-FEB-20,1021.79
17691,738,15-MAR-20,1443.75
17692,738,15-APR-20,1497.1
17693,738,15-MAY-20,1368.97
17694,738,15-JUN-20,1188.46
17695,738,15-JUL-20,1404.21
17696,738,15-AUG-20,1420.87
17697,738,15-SEP-20,1325.02
17698,738,15-OCT-20,1179.97
17699,738,15-NOV-20,1253.99
17700,738,15-DEC-20,1471.25
17701,738,15-JAN-21,1166.97
17702,738,15-FEB-21,1184.08
17703,738,15-MAR-21,849.9
17704,738,15-APR-21,1494.74
17705,738,15-MAY-21,1196.68
17706,738,15-JUN-21,1016.13
17707,738,15-JUL-21,1211.15
17708,738,15-AUG-21,1071.44
17709,738,15-SEP-21,1345.54
17710,738,15-OCT-21,1324.07
17711,738,15-NOV-21,1341.98
17712,738,15-DEC-21,1192.17
17713,739,15-JAN-20,747.69
17714,739,15-FEB-20,1033.15
17715,739,15-MAR-20,1098.1
17716,739,15-APR-20,1197.59
17717,739,15-MAY-20,1491.81
17718,739,15-JUN-20,1498.57
17719,739,15-JUL-20,852.04
17720,739,15-AUG-20,749.44
17721,739,15-SEP-20,888.49
17722,739,15-OCT-20,1457.34
17723,739,15-NOV-20,1242.37
17724,739,15-DEC-20,1300.85
17725,739,15-JAN-21,1133.57
17726,739,15-FEB-21,996
17727,739,15-MAR-21,1327.42
17728,739,15-APR-21,702.82
17729,739,15-MAY-21,1026.5
17730,739,15-JUN-21,903.71
17731,739,15-JUL-21,1171.9
17732,739,15-AUG-21,1489.88
17733,739,15-SEP-21,1412.09
17734,739,15-OCT-21,1167.15
17735,739,15-NOV-21,1276.29
17736,739,15-DEC-21,1429.82
17737,740,15-JAN-20,1009.02
17738,740,15-FEB-20,996.03
17739,740,15-MAR-20,1488.28
17740,740,15-APR-20,1017.01
17741,740,15-MAY-20,1185.93
17742,740,15-JUN-20,1131.73
17743,740,15-JUL-20,1427.67
17744,740,15-AUG-20,731.05
17745,740,15-SEP-20,1354.95
17746,740,15-OCT-20,1041.85
17747,740,15-NOV-20,1194.68
17748,740,15-DEC-20,1360.77
17749,740,15-JAN-21,1187.03
17750,740,15-FEB-21,756.25
17751,740,15-MAR-21,1470.31
17752,740,15-APR-21,713.51
17753,740,15-MAY-21,1137.31
17754,740,15-JUN-21,996.35
17755,740,15-JUL-21,1272.1
17756,740,15-AUG-21,800.53
17757,740,15-SEP-21,1480.08
17758,740,15-OCT-21,1477.32
17759,740,15-NOV-21,1497.56
17760,740,15-DEC-21,723.18
17761,741,15-JAN-20,1219.84
17762,741,15-FEB-20,883.06
17763,741,15-MAR-20,1061.32
17764,741,15-APR-20,1257.63
17765,741,15-MAY-20,991.22
17766,741,15-JUN-20,1118.27
17767,741,15-JUL-20,1121.99
17768,741,15-AUG-20,1056.7
17769,741,15-SEP-20,1329.19
17770,741,15-OCT-20,1086.38
17771,741,15-NOV-20,714.59
17772,741,15-DEC-20,1177.74
17773,741,15-JAN-21,1130.29
17774,741,15-FEB-21,779.71
17775,741,15-MAR-21,780.49
17776,741,15-APR-21,743.43
17777,741,15-MAY-21,999.19
17778,741,15-JUN-21,937.05
17779,741,15-JUL-21,1161.63
17780,741,15-AUG-21,820.6
17781,741,15-SEP-21,1052.25
17782,741,15-OCT-21,1297.73
17783,741,15-NOV-21,716.33
17784,741,15-DEC-21,1463.82
17785,742,15-JAN-20,1200.07
17786,742,15-FEB-20,944
17787,742,15-MAR-20,790.41
17788,742,15-APR-20,1392.17
17789,742,15-MAY-20,1144.47
17790,742,15-JUN-20,1273.85
17791,742,15-JUL-20,1453.01
17792,742,15-AUG-20,728.86
17793,742,15-SEP-20,1179.09
17794,742,15-OCT-20,1049.61
17795,742,15-NOV-20,774.64
17796,742,15-DEC-20,1477.15
17797,742,15-JAN-21,749.99
17798,742,15-FEB-21,1049.66
17799,742,15-MAR-21,1087.75
17800,742,15-APR-21,1184.13
17801,742,15-MAY-21,1428.23
17802,742,15-JUN-21,1209.27
17803,742,15-JUL-21,1038.51
17804,742,15-AUG-21,817.32
17805,742,15-SEP-21,835.96
17806,742,15-OCT-21,750.81
17807,742,15-NOV-21,756.94
17808,742,15-DEC-21,1436.5
17809,743,15-JAN-20,1233.41
17810,743,15-FEB-20,933.73
17811,743,15-MAR-20,921.13
17812,743,15-APR-20,1032.33
17813,743,15-MAY-20,1275.05
17814,743,15-JUN-20,713.89
17815,743,15-JUL-20,1487
17816,743,15-AUG-20,919.91
17817,743,15-SEP-20,1127.06
17818,743,15-OCT-20,1151.74
17819,743,15-NOV-20,1149.81
17820,743,15-DEC-20,1435.69
17821,743,15-JAN-21,892.12
17822,743,15-FEB-21,1075
17823,743,15-MAR-21,1085.56
17824,743,15-APR-21,1008.28
17825,743,15-MAY-21,1435.99
17826,743,15-JUN-21,789.23
17827,743,15-JUL-21,1154.89
17828,743,15-AUG-21,1180.28
17829,743,15-SEP-21,1129.37
17830,743,15-OCT-21,1168.25
17831,743,15-NOV-21,1227.57
17832,743,15-DEC-21,927.42
17833,744,15-JAN-20,1446.32
17834,744,15-FEB-20,700.14
17835,744,15-MAR-20,937.92
17836,744,15-APR-20,1188.21
17837,744,15-MAY-20,1348.54
17838,744,15-JUN-20,773.27
17839,744,15-JUL-20,1400.32
17840,744,15-AUG-20,933.47
17841,744,15-SEP-20,1177.73
17842,744,15-OCT-20,1011.54
17843,744,15-NOV-20,924.5
17844,744,15-DEC-20,919.53
17845,744,15-JAN-21,1287.75
17846,744,15-FEB-21,1440.01
17847,744,15-MAR-21,948.77
17848,744,15-APR-21,806.15
17849,744,15-MAY-21,701.34
17850,744,15-JUN-21,1224.44
17851,744,15-JUL-21,1412.85
17852,744,15-AUG-21,942.11
17853,744,15-SEP-21,1424.66
17854,744,15-OCT-21,1473.32
17855,744,15-NOV-21,1492.41
17856,744,15-DEC-21,1364.22
17857,745,15-JAN-20,1298.5
17858,745,15-FEB-20,1493.4
17859,745,15-MAR-20,1297.61
17860,745,15-APR-20,1265.33
17861,745,15-MAY-20,1219.05
17862,745,15-JUN-20,1284.51
17863,745,15-JUL-20,863.92
17864,745,15-AUG-20,1179.73
17865,745,15-SEP-20,933.86
17866,745,15-OCT-20,1159.05
17867,745,15-NOV-20,720.54
17868,745,15-DEC-20,1123.59
17869,745,15-JAN-21,787.16
17870,745,15-FEB-21,1387.32
17871,745,15-MAR-21,1153.38
17872,745,15-APR-21,804.79
17873,745,15-MAY-21,1463.28
17874,745,15-JUN-21,1374.31
17875,745,15-JUL-21,855.22
17876,745,15-AUG-21,1479.86
17877,745,15-SEP-21,1015.01
17878,745,15-OCT-21,1334.33
17879,745,15-NOV-21,1114.43
17880,745,15-DEC-21,1437.33
17881,746,15-JAN-20,1313.67
17882,746,15-FEB-20,1067.73
17883,746,15-MAR-20,1422.39
17884,746,15-APR-20,1054.03
17885,746,15-MAY-20,1141.57
17886,746,15-JUN-20,1219.98
17887,746,15-JUL-20,791.63
17888,746,15-AUG-20,1244.83
17889,746,15-SEP-20,1493.54
17890,746,15-OCT-20,735.53
17891,746,15-NOV-20,953.54
17892,746,15-DEC-20,1067.59
17893,746,15-JAN-21,1357.77
17894,746,15-FEB-21,764.24
17895,746,15-MAR-21,1413.2
17896,746,15-APR-21,1411.59
17897,746,15-MAY-21,1470.59
17898,746,15-JUN-21,945.05
17899,746,15-JUL-21,1343.12
17900,746,15-AUG-21,1374.91
17901,746,15-SEP-21,1327.33
17902,746,15-OCT-21,1402.15
17903,746,15-NOV-21,910.94
17904,746,15-DEC-21,1464.63
17905,747,15-JAN-20,1098.75
17906,747,15-FEB-20,768.07
17907,747,15-MAR-20,921.97
17908,747,15-APR-20,939.67
17909,747,15-MAY-20,1307.65
17910,747,15-JUN-20,1106.84
17911,747,15-JUL-20,1301.55
17912,747,15-AUG-20,1112.18
17913,747,15-SEP-20,1061.13
17914,747,15-OCT-20,1220
17915,747,15-NOV-20,819.35
17916,747,15-DEC-20,860.62
17917,747,15-JAN-21,1004.48
17918,747,15-FEB-21,955.55
17919,747,15-MAR-21,924.55
17920,747,15-APR-21,927.4
17921,747,15-MAY-21,1194.58
17922,747,15-JUN-21,974.09
17923,747,15-JUL-21,1491.18
17924,747,15-AUG-21,1444.94
17925,747,15-SEP-21,1451.56
17926,747,15-OCT-21,1066.59
17927,747,15-NOV-21,716.38
17928,747,15-DEC-21,1433.88
17929,748,15-JAN-20,819.36
17930,748,15-FEB-20,1498.34
17931,748,15-MAR-20,1354.77
17932,748,15-APR-20,842.33
17933,748,15-MAY-20,1236.49
17934,748,15-JUN-20,1325.36
17935,748,15-JUL-20,1401.96
17936,748,15-AUG-20,912.43
17937,748,15-SEP-20,1135.8
17938,748,15-OCT-20,844.36
17939,748,15-NOV-20,1293.69
17940,748,15-DEC-20,949.22
17941,748,15-JAN-21,826.82
30051,1253,15-MAR-20,1262.83
30052,1253,15-APR-20,1280.49
30053,1253,15-MAY-20,962.92
30054,1253,15-JUN-20,753.73
30055,1253,15-JUL-20,1016.93
30056,1253,15-AUG-20,791.76
30057,1253,15-SEP-20,750.47
30058,1253,15-OCT-20,823.6
30059,1253,15-NOV-20,1461.8
30060,1253,15-DEC-20,1199.81
30061,1253,15-JAN-21,1013.76
30062,1253,15-FEB-21,1358.8
30063,1253,15-MAR-21,1496.31
30064,1253,15-APR-21,811.85
30065,1253,15-MAY-21,1343.44
30066,1253,15-JUN-21,787.25
30067,1253,15-JUL-21,1273.91
30068,1253,15-AUG-21,951.5
30069,1253,15-SEP-21,870.52
30070,1253,15-OCT-21,1196.22
30071,1253,15-NOV-21,1343.23
30072,1253,15-DEC-21,808.97
30073,1254,15-JAN-20,1467.51
30074,1254,15-FEB-20,1227.65
30075,1254,15-MAR-20,1132.56
30076,1254,15-APR-20,1361.62
30077,1254,15-MAY-20,1341.72
30078,1254,15-JUN-20,754.52
30079,1254,15-JUL-20,1059.18
30080,1254,15-AUG-20,873.87
30081,1254,15-SEP-20,916.92
30082,1254,15-OCT-20,1405.91
30083,1254,15-NOV-20,999.69
30084,1254,15-DEC-20,1323.38
30085,1254,15-JAN-21,1471.96
30086,1254,15-FEB-21,1166.54
30087,1254,15-MAR-21,1438.97
30088,1254,15-APR-21,1112.58
30089,1254,15-MAY-21,1176.1
30090,1254,15-JUN-21,1001.49
30091,1254,15-JUL-21,740.9
30092,1254,15-AUG-21,1248.51
30093,1254,15-SEP-21,1368.19
30094,1254,15-OCT-21,1265.66
30095,1254,15-NOV-21,1423.2
30096,1254,15-DEC-21,1007.98
30097,1255,15-JAN-20,1028.03
30098,1255,15-FEB-20,1277.86
30099,1255,15-MAR-20,1313.56
30100,1255,15-APR-20,716.96
